# BUSCO version is: 3.1.0 
# The lineage dataset is: arthropoda_odb9 (Creation date: 2017-02-07, number of species: 60, number of BUSCOs: 1066)
# To reproduce this run: python /usr/bin/run_BUSCO.py -i /cl_tmp/hahnc/Oribatid/transcriptomes/GCF_000239435.1_ASM23943v1_genomic.fna -o T_urticae.T_urticae.GCF_000239435.1_ASM23943v1 -l /usr/people/EDVZ/hahnc/BUSCOS/arthropoda_odb9/ -m genome -c 8 --long -sp fly --augustus_parameters '--progress=true'
#
# Busco id	Status	Contig	Start	End	Score	Length
EOG090X0702	Complete	NW_015449937.1	1659156	1661167	220.4	238
EOG090X0719	Missing
EOG090X071P	Complete	NW_015449815.1	158	1315	195.1	273
EOG090X072H	Complete	NW_015449931.1	549580	554155	430.4	252
EOG090X072S	Complete	NW_015449936.1	957643	959213	181.0	215
EOG090X073E	Complete	NW_015449957.1	953451	959314	534.6	289
EOG090X073W	Complete	NW_015449934.1	1121613	1122911	129.3	251
EOG090X0755	Complete	NW_015449949.1	534296	535959	146.9	229
EOG090X076M	Complete	NW_015449930.1	6246613	6252597	446.6	386
EOG090X076S	Duplicated	NW_015449930.1	7588156	7589969	435.8	302
EOG090X076S	Duplicated	NW_015449930.1	7594110	7596975	435.8	302
EOG090X076T	Complete	NW_015449940.1	1198603	1203462	140.8	195
EOG090X0770	Complete	NW_015449961.1	196228	197868	515.5	299
EOG090X0784	Complete	NW_015449945.1	644675	646601	210.2	333
EOG090X078K	Complete	NW_015449935.1	1007651	1016431	138.2	125
EOG090X078Z	Complete	NW_015449968.1	262198	268525	571.9	288
EOG090X07AI	Complete	NW_015449943.1	528482	534570	520.6	314
EOG090X07AW	Complete	NW_015449935.1	3619397	3622433	606.8	535
EOG090X07B2	Complete	NW_015449953.1	989025	994948	211.7	182
EOG090X07B6	Complete	NW_015449939.1	7802	13089	126.7	176
EOG090X07BN	Complete	NW_015449948.1	1339484	1341604	206.1	118
EOG090X07BV	Complete	NW_015449951.1	1037272	1041127	598.4	345
EOG090X07CE	Complete	NW_015449934.1	3076013	3084307	291.7	178
EOG090X07CF	Complete	NW_015449960.1	537340	542872	559.0	291
EOG090X07D3	Complete	NW_015449933.1	3791569	3805803	368.4	256
EOG090X07E2	Complete	NW_015449953.1	521683	527746	517.1	296
EOG090X07E6	Complete	NW_015449931.1	378446	379657	190.8	272
EOG090X07ET	Complete	NW_015449933.1	1817493	1822041	369.7	272
EOG090X07G2	Complete	NW_015449936.1	3361040	3363249	502.9	301
EOG090X07H9	Complete	NW_015449948.1	1337191	1341487	211.3	322
EOG090X07HG	Fragmented	NW_015449939.1	2348435	2349433	234.0	181
EOG090X07HN	Complete	NW_015449944.1	1485036	1486821	326.9	275
EOG090X07I2	Complete	NW_015449934.1	1124593	1125966	328.2	275
EOG090X07IA	Fragmented	NW_015449963.1	420079	423706	224.1	172
EOG090X07IC	Complete	NW_015449932.1	294921	298093	324.2	222
EOG090X07J3	Complete	NW_015449930.1	5752803	5757760	433.9	247
EOG090X07J4	Complete	NW_015449932.1	2828186	2831753	318.6	265
EOG090X07J8	Complete	NW_015449962.1	370930	376655	513.7	381
EOG090X07JL	Duplicated	NW_015449935.1	3411331	3423554	593.7	328
EOG090X07JL	Duplicated	NW_015449935.1	3423765	3429093	596.1	328
EOG090X07K0	Complete	NW_015449930.1	4915175	4916507	471.7	244
EOG090X07KM	Complete	NW_015449935.1	1661069	1667350	331.5	252
EOG090X07KN	Complete	NW_015449932.1	1080158	1087134	429.8	289
EOG090X07KO	Fragmented	NW_015449943.1	823871	829181	227.4	159
EOG090X07KR	Complete	NW_015449940.1	121058	124960	348.9	249
EOG090X07L3	Complete	NW_015449941.1	1239001	1244281	427.7	278
EOG090X07LH	Complete	NW_015449935.1	450135	460048	301.3	263
EOG090X07MB	Complete	NW_015449951.1	68764	72361	381.7	231
EOG090X07N7	Complete	NW_015449936.1	114038	115348	342.1	245
EOG090X07N9	Complete	NW_015449930.1	206939	209721	456.7	325
EOG090X07NA	Complete	NW_015449957.1	163278	167527	226.3	275
EOG090X07NG	Complete	NW_015449935.1	2520102	2527340	259.8	190
EOG090X07NR	Complete	NW_015449930.1	4072238	4082322	148.9	126
EOG090X07NU	Complete	NW_015449954.1	940279	944291	439.1	259
EOG090X07NZ	Complete	NW_015449938.1	1714080	1718707	434.5	295
EOG090X07PD	Complete	NW_015449945.1	465005	474981	126.8	368
EOG090X07PL	Complete	NW_015449932.1	1436129	1439790	315.8	223
EOG090X07QN	Complete	NW_015449940.1	1581017	1589792	511.2	309
EOG090X07RL	Complete	NW_015449937.1	944238	946029	125.0	131
EOG090X07S3	Complete	NW_015449934.1	1651828	1654521	264.8	300
EOG090X07S9	Complete	NW_015449931.1	2826384	2829175	436.7	435
EOG090X07SD	Complete	NW_015449954.1	1057386	1062809	246.6	189
EOG090X07SL	Complete	NW_015449962.1	371223	376759	265.1	219
EOG090X07SU	Complete	NW_015449930.1	7249034	7250419	187.4	265
EOG090X07TK	Complete	NW_015449937.1	1017571	1020338	344.6	272
EOG090X07TT	Complete	NW_015449957.1	668227	670049	549.0	307
EOG090X07UV	Complete	NW_015449934.1	3658861	3660933	374.0	270
EOG090X07V0	Missing
EOG090X07VJ	Complete	NW_015449948.1	318522	320788	262.4	300
EOG090X07W1	Missing
EOG090X07WF	Complete	NW_015449936.1	2590573	2594699	527.8	289
EOG090X07WR	Complete	NW_015449966.1	468608	472519	318.4	238
EOG090X07XQ	Complete	NW_015449930.1	1338246	1340110	276.8	285
EOG090X07YB	Complete	NW_015449939.1	2293233	2300866	207.7	598
EOG090X07YX	Complete	NW_015449944.1	1413379	1414242	219.7	222
EOG090X080D	Complete	NW_015449934.1	3511462	3522085	330.4	218
EOG090X080R	Complete	NW_015449933.1	1367197	1371248	406.7	251
EOG090X081J	Missing
EOG090X081V	Complete	NW_015449931.1	5231480	5232990	500.9	257
EOG090X081X	Complete	NW_015449958.1	516034	525075	267.0	257
EOG090X0822	Complete	NW_015449959.1	191896	198241	583.5	325
EOG090X083C	Complete	NW_015449946.1	989858	996486	387.3	219
EOG090X083V	Complete	NW_015449957.1	821063	823518	298.5	238
EOG090X0840	Complete	NW_015449939.1	187662	191746	494.8	270
EOG090X0844	Complete	NW_015449931.1	4665917	4673974	271.3	260
EOG090X084E	Complete	NW_015449931.1	1212458	1216142	193.0	373
EOG090X0856	Complete	NW_015449948.1	1657736	1668203	327.3	1367
EOG090X085R	Complete	NW_015449936.1	2965298	2971012	353.8	303
EOG090X085S	Missing
EOG090X085T	Complete	NW_015449947.1	781385	786217	294.6	229
EOG090X0864	Complete	NW_015449946.1	174922	177075	462.0	360
EOG090X0867	Complete	NW_015449936.1	3076499	3081461	522.4	310
EOG090X087A	Complete	NW_015449952.1	924410	926006	419.3	278
EOG090X088H	Complete	NW_015449947.1	123623	125570	372.3	235
EOG090X089S	Complete	NW_015449949.1	255636	259429	219.8	240
EOG090X08AZ	Complete	NW_015449937.1	1628738	1635873	547.9	294
EOG090X08BF	Complete	NW_015449943.1	330951	341940	297.6	213
EOG090X08BJ	Complete	NW_015449944.1	1547385	1548334	253.2	147
EOG090X08CD	Complete	NW_015449930.1	2015460	2017339	243.1	236
EOG090X08DF	Complete	NW_015449930.1	2022694	2029226	318.4	168
EOG090X08E0	Complete	NW_015449956.1	128503	132552	333.4	250
EOG090X08FA	Complete	NW_015449965.1	341493	347007	276.6	334
EOG090X08GG	Complete	NW_015449930.1	47470	52468	533.2	479
EOG090X08IP	Complete	NW_015449932.1	1434573	1435664	423.2	305
EOG090X08J3	Complete	NW_015449946.1	1288959	1294781	557.5	300
EOG090X08JG	Complete	NW_015449955.1	365998	374447	266.8	298
EOG090X08JJ	Complete	NW_015449953.1	449833	454998	246.4	302
EOG090X08JU	Complete	NW_015449972.1	124638	132012	168.2	126
EOG090X08KD	Complete	NW_015449933.1	2556319	2558032	346.0	246
EOG090X08KI	Complete	NW_015449937.1	224989	227345	397.9	290
EOG090X08NC	Complete	NW_015449945.1	219749	221302	414.8	284
EOG090X08O3	Complete	NW_015449949.1	1503687	1504619	330.9	261
EOG090X08OG	Complete	NW_015449934.1	438767	439407	105.5	117
EOG090X08P9	Complete	NW_015449958.1	106725	109196	398.6	301
EOG090X08PA	Complete	NW_015449939.1	2352608	2357730	481.4	380
EOG090X08PK	Complete	NW_015449931.1	6307709	6310428	330.9	273
EOG090X08PQ	Duplicated	NW_015449940.1	2179159	2181310	244.3	317
EOG090X08PQ	Duplicated	NW_015449989.1	7183	10616	244.3	317
EOG090X08PR	Complete	NW_015449943.1	336611	341940	431.4	325
EOG090X08QZ	Complete	NW_015449932.1	2452992	2454778	480.8	276
EOG090X08S2	Complete	NW_015449933.1	2882831	2884931	185.7	317
EOG090X08ST	Complete	NW_015449937.1	937482	939871	346.6	274
EOG090X08SX	Complete	NW_015449966.1	474206	475647	388.0	378
EOG090X08T4	Complete	NW_015449965.1	577191	581193	387.2	277
EOG090X08TI	Complete	NW_015449931.1	1113749	1118659	310.4	292
EOG090X08VB	Complete	NW_015449933.1	1785407	1790882	192.3	225
EOG090X08VX	Complete	NW_015449933.1	2442409	2445078	339.0	230
EOG090X08W6	Complete	NW_015449950.1	597042	602216	283.0	214
EOG090X08WB	Complete	NW_015449930.1	4895597	4903459	510.6	422
EOG090X08WI	Complete	NW_015449955.1	913299	914520	373.0	250
EOG090X08WK	Complete	NW_015449950.1	496700	497887	169.8	270
EOG090X08WT	Complete	NW_015449948.1	1268940	1277874	105.1	298
EOG090X08X5	Complete	NW_015449930.1	1186794	1188435	352.3	330
EOG090X08Y3	Complete	NW_015449942.1	1762212	1766246	267.8	227
EOG090X08YX	Complete	NW_015449940.1	1215399	1221446	553.8	368
EOG090X08Z3	Duplicated	NW_015449932.1	270061	271713	460.4	282
EOG090X08Z3	Duplicated	NW_015449932.1	303611	304961	460.4	282
EOG090X0906	Complete	NW_015449931.1	2707536	2712058	520.6	287
EOG090X090D	Complete	NW_015449940.1	1547986	1551013	418.6	230
EOG090X090P	Complete	NW_015449932.1	760336	763314	242.8	238
EOG090X091L	Complete	NW_015449934.1	2328961	2331828	205.7	181
EOG090X092A	Fragmented	NW_015449957.1	662381	667625	167.9	165
EOG090X093U	Complete	NW_015449959.1	750740	755761	455.2	324
EOG090X094T	Missing
EOG090X096L	Complete	NW_015449939.1	9909	11033	155.0	256
EOG090X0971	Complete	NW_015449936.1	2590573	2600492	351.5	254
EOG090X097L	Complete	NW_015449959.1	947688	952289	415.5	238
EOG090X0989	Complete	NW_015449930.1	736716	741697	417.8	243
EOG090X098F	Complete	NW_015449930.1	6571868	6575004	421.0	301
EOG090X098P	Complete	NW_015449961.1	718071	721124	382.1	271
EOG090X098Y	Complete	NW_015449942.1	1032081	1036366	433.1	224
EOG090X099V	Duplicated	NW_015449930.1	3842975	3845693	202.7	175
EOG090X099V	Duplicated	NW_015449930.1	3845864	3848934	202.7	175
EOG090X09A7	Duplicated	NW_015449931.1	2486056	2487661	427.7	239
EOG090X09A7	Duplicated	NW_015449931.1	2492322	2501530	442.3	239
EOG090X09AY	Complete	NW_015449937.1	1267201	1272611	226.2	210
EOG090X09BG	Complete	NW_015449933.1	1657956	1659334	302.3	243
EOG090X09BQ	Complete	NW_015449947.1	282219	283350	154.0	198
EOG090X09C5	Complete	NW_015449953.1	455560	457624	249.8	237
EOG090X09CU	Complete	NW_015449949.1	302680	305203	238.7	284
EOG090X09D3	Complete	NW_015449937.1	220735	223752	463.2	266
EOG090X09DD	Complete	NW_015449944.1	799457	804366	346.2	232
EOG090X09DI	Complete	NW_015449933.1	3899644	3906572	410.0	353
EOG090X09DZ	Complete	NW_015449948.1	438172	447260	370.2	431
EOG090X09EK	Complete	NW_015449945.1	976321	977958	258.7	223
EOG090X09EZ	Complete	NW_015449961.1	689514	696636	355.7	254
EOG090X09GI	Complete	NW_015449934.1	697099	700134	142.8	164
EOG090X09GK	Complete	NW_015449948.1	1652734	1654335	390.7	269
EOG090X09JT	Complete	NW_015449931.1	2068166	2069227	346.6	255
EOG090X09KD	Complete	NW_015449945.1	821075	826775	380.5	215
EOG090X09LE	Complete	NW_015449942.1	766509	772903	227.8	186
EOG090X09LQ	Complete	NW_015449933.1	2621111	2624218	402.1	203
EOG090X09MN	Complete	NW_015449935.1	3622361	3623098	290.9	222
EOG090X09NN	Complete	NW_015449940.1	1128246	1129561	374.5	270
EOG090X09NR	Complete	NW_015449935.1	2519305	2522633	314.0	256
EOG090X09NT	Complete	NW_015449932.1	4631710	4635751	384.4	260
EOG090X09Q6	Complete	NW_015449931.1	1247346	1248092	243.4	176
EOG090X09QP	Complete	NW_015449952.1	553116	558920	155.7	137
EOG090X09QT	Complete	NW_015449937.1	67197	69992	347.7	287
EOG090X09RW	Duplicated	NW_015449938.1	2213461	2214809	375.6	271
EOG090X09RW	Duplicated	NW_015449938.1	2229899	2231909	375.6	271
EOG090X09SP	Complete	NW_015449748.1	1609	2546	159.1	115
EOG090X09TN	Complete	NW_015449970.1	85276	86025	74.9	151
EOG090X09TR	Complete	NW_015449930.1	4377585	4382514	254.5	182
EOG090X09TV	Missing
EOG090X09U3	Duplicated	NW_015449930.1	797904	799649	403.5	243
EOG090X09U3	Duplicated	NW_015449932.1	359284	362365	412.9	243
EOG090X09U3	Duplicated	NW_015449935.1	3347389	3348802	410.1	243
EOG090X09U6	Complete	NW_015449955.1	340365	345546	341.9	232
EOG090X09U7	Complete	NW_015449959.1	946543	957059	338.2	322
EOG090X09UC	Complete	NW_015449965.1	507577	511089	309.9	199
EOG090X09V8	Complete	NW_015449935.1	3172850	3173389	248.9	167
EOG090X09VM	Complete	NW_015449961.1	148318	150570	359.2	194
EOG090X09VR	Complete	NW_015449955.1	644378	647751	154.9	100
EOG090X09WX	Complete	NW_015449930.1	952857	958443	460.5	312
EOG090X09XM	Complete	NW_015449931.1	643398	649145	275.0	214
EOG090X09YS	Complete	NW_015449932.1	3379750	3381678	499.7	268
EOG090X09ZA	Complete	NW_015449946.1	884489	891090	425.1	266
EOG090X09ZG	Complete	NW_015449955.1	116022	122292	213.8	238
EOG090X09ZU	Complete	NW_015449933.1	1382821	1386312	354.9	281
EOG090X0A0R	Complete	NW_015449949.1	297962	301388	289.5	181
EOG090X0A0V	Complete	NW_015449932.1	638812	642121	160.6	158
EOG090X0A11	Complete	NW_015449939.1	1196500	1199937	254.1	227
EOG090X0A16	Complete	NW_015449939.1	2003049	2004614	286.4	261
EOG090X0A1W	Complete	NW_015449938.1	1711161	1712492	332.8	239
EOG090X0A2Q	Complete	NW_015449939.1	1518043	1524564	414.8	222
EOG090X0A33	Duplicated	NW_015449934.1	1846471	1851192	430.3	265
EOG090X0A33	Duplicated	NW_015450098.1	4885	7188	430.2	264
EOG090X0A3R	Complete	NW_015449941.1	163709	165279	281.7	229
EOG090X0A4V	Missing
EOG090X0A55	Missing
EOG090X0A56	Complete	NW_015449943.1	1267763	1270296	237.3	181
EOG090X0A5B	Complete	NW_015449940.1	2275525	2281106	267.3	171
EOG090X0A5G	Complete	NW_015449946.1	562550	568325	180.2	159
EOG090X0A5K	Complete	NW_015449954.1	310109	317321	335.8	233
EOG090X0A5X	Complete	NW_015449930.1	6110634	6116718	214.4	282
EOG090X0A6P	Complete	NW_015449958.1	399474	403853	216.0	208
EOG090X0A8E	Complete	NW_015449937.1	1669528	1671771	302.7	259
EOG090X0A8G	Complete	NW_015449931.1	2959248	2960225	416.3	229
EOG090X0A8N	Complete	NW_015449957.1	671021	674942	248.2	220
EOG090X0A90	Complete	NW_015449934.1	2488087	2494883	245.8	278
EOG090X0A9P	Missing
EOG090X0AAB	Complete	NW_015449932.1	2384340	2385791	260.5	279
EOG090X0ABW	Complete	NW_015449931.1	2798610	2807079	177.8	157
EOG090X0ACL	Complete	NW_015449937.1	120853	123036	250.6	197
EOG090X0ACT	Complete	NW_015449954.1	26959	28462	250.0	220
EOG090X0ACU	Complete	NW_015449953.1	991194	998018	408.6	335
EOG090X0ADH	Complete	NW_015449937.1	3199476	3205231	193.0	196
EOG090X0ADS	Duplicated	NW_015449933.1	1448280	1453513	299.4	289
EOG090X0ADS	Duplicated	NW_015449940.1	964445	966643	298.7	289
EOG090X0ADZ	Complete	NW_015449934.1	1129985	1131265	131.9	162
EOG090X0AE1	Complete	NW_015449954.1	441356	443433	299.1	217
EOG090X0AGI	Complete	NW_015449957.1	650111	651478	289.9	242
EOG090X0AGU	Complete	NW_015449933.1	3602597	3609435	184.0	148
EOG090X0AH4	Complete	NW_015449968.1	138648	139439	162.7	97
EOG090X0AI9	Complete	NW_015449930.1	685710	694734	176.6	148
EOG090X0AIB	Complete	NW_015449931.1	4084077	4086543	203.9	293
EOG090X0AIN	Complete	NW_015449931.1	2011155	2014685	66.1	149
EOG090X0AJ3	Complete	NW_015449943.1	818888	828132	299.2	186
EOG090X0AJZ	Complete	NW_015449933.1	1861906	1866741	351.3	234
EOG090X0AKT	Complete	NW_015449933.1	3188394	3194132	281.2	218
EOG090X0AKX	Complete	NW_015449966.1	510977	513026	398.7	279
EOG090X0ALT	Complete	NW_015449933.1	3756279	3757394	197.8	279
EOG090X0AMT	Complete	NW_015449945.1	526407	529175	370.8	276
EOG090X0APE	Complete	NW_015449939.1	2246982	2248252	190.7	181
EOG090X0APF	Duplicated	NW_015449941.1	157	1813	214.2	180
EOG090X0APF	Duplicated	NW_015449956.1	1102911	1104050	214.2	180
EOG090X0APJ	Complete	NW_015449956.1	576001	576710	206.8	158
EOG090X0AQE	Complete	NW_015449931.1	6000343	6003489	153.5	142
EOG090X0AQG	Complete	NW_015449950.1	110852	111647	251.5	172
EOG090X0AQH	Complete	NW_015449936.1	2535189	2541553	278.2	268
EOG090X0AQP	Complete	NW_015449933.1	4389775	4395639	192.4	215
EOG090X0AR4	Complete	NW_015449956.1	913963	918744	293.6	261
EOG090X0ARF	Complete	NW_015449932.1	5006317	5008446	407.7	349
EOG090X0ARU	Complete	NW_015449934.1	2329302	2331441	188.0	172
EOG090X0ASF	Complete	NW_015449958.1	929860	940299	350.1	511
EOG090X0ASS	Complete	NW_015449945.1	1070235	1077689	197.6	126
EOG090X0ATU	Complete	NW_015449942.1	1609131	1618709	233.9	170
EOG090X0AU0	Complete	NW_015449955.1	393157	395562	435.1	332
EOG090X0AUC	Complete	NW_015449930.1	3149659	3153620	433.1	245
EOG090X0AV2	Complete	NW_015449949.1	1491418	1497929	266.6	184
EOG090X0AVB	Complete	NW_015449934.1	3454347	3457787	328.2	227
EOG090X0AVC	Duplicated	NW_015449939.1	2988204	2989555	85.1	71
EOG090X0AVC	Duplicated	NW_015449939.1	2989560	2991693	73.4	63
EOG090X0AVC	Duplicated	NW_015449977.1	45154	53250	85.0	71
EOG090X0AVI	Complete	NW_015449944.1	1815741	1828610	153.4	173
EOG090X0AVR	Complete	NW_015449939.1	912581	913882	286.8	292
EOG090X0AVX	Complete	NW_015449930.1	3282130	3287494	215.8	239
EOG090X0AW0	Complete	NW_015449933.1	1966810	1968509	292.9	226
EOG090X0AX4	Complete	NW_015449957.1	58419	61276	447.6	307
EOG090X0AXR	Complete	NW_015449934.1	2888547	2892879	252.2	186
EOG090X0AZ6	Complete	NW_015449937.1	1217404	1223393	303.2	200
EOG090X0B12	Complete	NW_015449948.1	438124	442159	275.2	281
EOG090X0B17	Complete	NW_015449940.1	745592	750909	377.2	311
EOG090X0B2Q	Complete	NW_015449951.1	93547	97577	195.8	87
EOG090X0B3F	Complete	NW_015449935.1	3566192	3569432	302.7	219
EOG090X0B4J	Complete	NW_015449935.1	330880	336400	164.9	128
EOG090X0B5N	Complete	NW_015449939.1	1262628	1266109	232.9	162
EOG090X0B66	Duplicated	NW_015449965.1	246086	251520	357.3	227
EOG090X0B66	Duplicated	NW_015449965.1	252562	254595	356.4	227
EOG090X0B67	Duplicated	NW_015449942.1	167509	169032	302.2	224
EOG090X0B67	Duplicated	NW_015449942.1	176763	184145	322.9	224
EOG090X0B72	Complete	NW_015449932.1	331778	332963	373.5	202
EOG090X0B7I	Complete	NW_015449930.1	1179110	1184191	137.0	111
EOG090X0B8X	Missing
EOG090X0B9X	Complete	NW_015449945.1	1017136	1021142	341.3	205
EOG090X0BA1	Complete	NW_015449945.1	498757	505932	302.5	295
EOG090X0BA8	Duplicated	NW_015449950.1	365828	366673	370.0	190
EOG090X0BA8	Duplicated	NW_015449953.1	91057	93688	364.9	190
EOG090X0BAY	Complete	NW_015449933.1	1590189	1601364	105.5	129
EOG090X0BB3	Complete	NW_015449939.1	2542729	2545202	278.7	216
EOG090X0BBH	Complete	NW_015449930.1	7134125	7137055	298.5	235
EOG090X0BBW	Complete	NW_015449943.1	184200	186705	383.0	239
EOG090X0BCY	Missing
EOG090X0BDJ	Complete	NW_015449934.1	750856	753226	257.8	211
EOG090X0BEK	Complete	NW_015449930.1	6373166	6378076	350.5	226
EOG090X0BEM	Fragmented	NW_015449933.1	3731445	3732905	68.8	97
EOG090X0BEO	Complete	NW_015449933.1	1041762	1043107	135.9	295
EOG090X0BFL	Complete	NW_015449931.1	2059486	2066788	198.7	386
EOG090X0BFR	Complete	NW_015449947.1	1238069	1239829	294.0	206
EOG090X0BG9	Complete	NW_015449934.1	744691	754994	230.8	172
EOG090X0BGA	Complete	NW_015449945.1	336698	338165	286.6	266
EOG090X0BHG	Missing
EOG090X0BHT	Complete	NW_015449941.1	447617	448421	271.0	210
EOG090X0BI6	Missing
EOG090X0BIL	Complete	NW_015449934.1	3742970	3747343	286.6	231
EOG090X0BIY	Complete	NW_015449946.1	559851	565842	355.3	248
EOG090X0BJA	Missing
EOG090X0BKI	Duplicated	NW_015449930.1	5873428	5879386	288.9	220
EOG090X0BKI	Duplicated	NW_015449939.1	2268562	2274900	336.4	221
EOG090X0BKO	Complete	NW_015449931.1	983976	986257	229.7	201
EOG090X0BLH	Complete	NW_015449946.1	918100	920864	402.2	228
EOG090X0BM0	Complete	NW_015449933.1	1036312	1039112	156.6	145
EOG090X0BM2	Complete	NW_015449933.1	1005044	1010722	271.6	263
EOG090X0BMA	Complete	NW_015449931.1	1248455	1256740	100.8	78
EOG090X0BNZ	Complete	NW_015449954.1	24376	28462	94.3	304
EOG090X0BOE	Complete	NW_015449930.1	303425	310179	296.1	171
EOG090X0BPM	Complete	NW_015449951.1	1107698	1109135	310.7	225
EOG090X0BPX	Complete	NW_015449954.1	510784	515065	230.2	142
EOG090X0BSB	Complete	NW_015449934.1	3986700	3987524	287.2	192
EOG090X0BSC	Complete	NW_015449933.1	3132557	3135681	412.4	238
EOG090X0BTB	Complete	NW_015449930.1	4251383	4252813	219.8	168
EOG090X0BTZ	Complete	NW_015449937.1	1041173	1042072	193.9	162
EOG090X0BVA	Complete	NW_015449932.1	4011679	4014002	109.7	69
EOG090X0BVL	Complete	NW_015449931.1	1538664	1539731	185.5	162
EOG090X0BVS	Complete	NW_015449950.1	1263392	1270106	374.9	194
EOG090X0BW7	Complete	NW_015449962.1	556525	564669	91.8	447
EOG090X0BWK	Complete	NW_015449951.1	555762	556856	296.1	189
EOG090X0BWU	Complete	NW_015449934.1	1132512	1135885	162.6	132
EOG090X0BWZ	Complete	NW_015449933.1	187003	188046	221.7	173
EOG090X0BXN	Fragmented	NW_015449931.1	5192071	5195306	78.3	87
EOG090X0BXY	Complete	NW_015449937.1	2396050	2400382	293.1	170
EOG090X0C09	Complete	NW_015449936.1	557553	564016	159.1	169
EOG090X0C0Q	Missing
EOG090X0C3N	Missing
EOG090X0C3Y	Complete	NW_015449954.1	511192	515065	119.3	175
EOG090X0C57	Complete	NW_015449937.1	70353	71921	230.9	175
EOG090X0C5B	Complete	NW_015449939.1	2179896	2184975	302.5	224
EOG090X0C5G	Missing
EOG090X0C5N	Complete	NW_015449930.1	7136633	7139739	347.8	187
EOG090X0C5S	Duplicated	NW_015449934.1	2698907	2704723	256.8	216
EOG090X0C5S	Duplicated	NW_015449934.1	2705493	2706503	281.6	222
EOG090X0C5Y	Complete	NW_015449938.1	1503611	1508774	194.5	292
EOG090X0C6V	Complete	NW_015449931.1	5065527	5074437	256.5	431
EOG090X0C7N	Complete	NW_015449953.1	91326	94676	163.6	159
EOG090X0C93	Complete	NW_015449932.1	2600099	2604227	203.0	144
EOG090X0C9C	Complete	NW_015449945.1	74787	75946	109.1	142
EOG090X0C9F	Complete	NW_015449958.1	561909	563067	376.3	194
EOG090X0CAM	Complete	NW_015449930.1	282181	289878	145.2	166
EOG090X0CAY	Complete	NW_015449931.1	3757216	3762873	297.1	190
EOG090X0CBU	Duplicated	NW_015449935.1	1926717	1932633	145.7	107
EOG090X0CBU	Duplicated	NW_015449935.1	1936848	1941793	146.2	108
EOG090X0CBY	Complete	NW_015449933.1	1009873	1018193	184.2	187
EOG090X0CCZ	Complete	NW_015449942.1	159187	165091	252.0	171
EOG090X0CDS	Complete	NW_015449934.1	3704831	3708063	343.9	221
EOG090X0CE5	Complete	NW_015449934.1	2793133	2794009	285.7	184
EOG090X0CFQ	Complete	NW_015449937.1	1117163	1122573	184.9	132
EOG090X0CFU	Complete	NW_015449940.1	2190197	2195179	245.0	169
EOG090X0CGE	Complete	NW_015449970.1	86163	88005	312.7	229
EOG090X0CGF	Complete	NW_015449933.1	2342306	2343937	124.5	249
EOG090X0CHF	Missing
EOG090X0CJ3	Fragmented	NW_015449934.1	1110783	1111424	83.8	71
EOG090X0CJA	Complete	NW_015449970.1	90872	91711	201.0	189
EOG090X0CJG	Complete	NW_015449933.1	388322	389404	266.9	176
EOG090X0CKF	Complete	NW_015449954.1	531714	532732	260.7	161
EOG090X0CKJ	Complete	NW_015449936.1	669047	675845	221.3	163
EOG090X0CKL	Missing
EOG090X0CKN	Complete	NW_015449952.1	698958	701728	246.4	189
EOG090X0CO7	Complete	NW_015449932.1	3074289	3083705	242.3	195
EOG090X0COM	Complete	NW_015449930.1	1253761	1261697	276.8	221
EOG090X0CQ9	Complete	NW_015449934.1	3314503	3318505	222.0	167
EOG090X0CQA	Fragmented	NW_015449933.1	4112079	4112858	188.2	185
EOG090X0CST	Complete	NW_015449940.1	2548565	2549935	226.9	186
EOG090X0CTI	Complete	NW_015449936.1	126148	127078	231.0	178
EOG090X0CTK	Missing
EOG090X0CWA	Duplicated	NW_015449942.1	1952440	1954947	244.7	231
EOG090X0CWA	Duplicated	NW_015449942.1	1955709	1959690	247.7	230
EOG090X0CWG	Missing
EOG090X0CZM	Complete	NW_015449931.1	4237002	4242805	144.9	161
EOG090X0CZV	Complete	NW_015449957.1	1011810	1016535	344.6	190
EOG090X0D00	Complete	NW_015449951.1	931943	939127	278.7	255
EOG090X0D01	Complete	NW_015449946.1	1280952	1286057	102.5	64
EOG090X0D0V	Duplicated	NW_015449964.1	502569	503703	258.3	158
EOG090X0D0V	Duplicated	NW_015449964.1	512611	567613	235.9	149
EOG090X0D1G	Complete	NW_015449932.1	5012439	5015312	303.1	194
EOG090X0D2W	Complete	NW_015449932.1	4557545	4561250	190.3	297
EOG090X0D30	Complete	NW_015449931.1	4895900	4896444	229.9	147
EOG090X0D34	Complete	NW_015449945.1	1005865	1013883	119.5	150
EOG090X0D3U	Complete	NW_015449936.1	1676646	1682567	225.3	219
EOG090X0D4M	Complete	NW_015449934.1	2887490	2893286	295.1	166
EOG090X0D82	Complete	NW_015449933.1	1687419	1688003	130.8	102
EOG090X0D84	Complete	NW_015449950.1	606055	616377	159.8	188
EOG090X0D99	Complete	NW_015449946.1	1007103	1008209	294.2	166
EOG090X0D9B	Complete	NW_015449930.1	6159183	6166455	285.3	163
EOG090X0DAO	Complete	NW_015449935.1	2135809	2139834	129.6	179
EOG090X0DBE	Complete	NW_015449932.1	3302860	3308953	236.8	187
EOG090X0DDP	Complete	NW_015449945.1	54158	55611	292.6	229
